index,adc_raw,adc_volts,adc_read_ns,dac_write_ns,proc_ns,loop_ns
577,2513105,0.748964,16259,3444,19703,67333
578,2513108,0.748965,16278,3463,19741,66445
579,2513100,0.748962,16296,3426,19722,66426
580,2513095,0.748961,16278,3444,19722,66407
581,2513103,0.748963,16296,3445,19741,67445
582,2513072,0.748954,16296,3444,19740,66425
583,2513150,0.748977,16296,3444,19740,66463
584,2513208,0.748994,16296,3444,19740,66463
585,2513143,0.748975,16334,3444,19778,66463
586,2513093,0.748960,16296,3445,19741,67482
587,2513143,0.748975,16297,3444,19741,66444
588,2513163,0.748981,16278,3444,19722,66444
589,2513176,0.748985,16314,3463,19777,66463
590,2513120,0.748968,16278,3481,19759,66389
591,2513151,0.748977,16259,3463,19722,67389
592,2513141,0.748974,16259,3463,19722,66407
593,2513186,0.748988,16296,3463,19759,66426
594,2513143,0.748975,16278,3444,19722,66426
595,2513132,0.748972,16260,3444,19704,67389
596,2513156,0.748979,16260,3462,19722,66518
597,2513152,0.748978,16259,3444,19703,66389
598,2513145,0.748976,16315,3426,19741,66408
